2023-12-04 08:08:24,273 INFO    StreamThr :73383 [internal.py:wandb_internal():86] W&B internal server running at pid: 73383, started at: 2023-12-04 08:08:24.273433
2023-12-04 08:08:24,275 DEBUG   HandlerThread:73383 [handler.py:handle_request():146] handle_request: status
2023-12-04 08:08:24,276 INFO    WriterThread:73383 [datastore.py:open_for_write():85] open: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_080824-srki367o/run-srki367o.wandb
2023-12-04 08:08:24,277 DEBUG   SenderThread:73383 [sender.py:send():380] send: header
2023-12-04 08:08:24,280 DEBUG   SenderThread:73383 [sender.py:send():380] send: run
2023-12-04 08:08:24,483 ERROR   SenderThread:73383 [internal_api.py:execute():370] 500 response executing GraphQL.
2023-12-04 08:08:24,483 ERROR   SenderThread:73383 [internal_api.py:execute():371] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2023-12-04 08:08:25,680 INFO    SenderThread:73383 [dir_watcher.py:__init__():211] watching files in: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_080824-srki367o/files
2023-12-04 08:08:25,680 INFO    SenderThread:73383 [sender.py:_start_run_threads():1124] run started: srki367o with start time 1701677304.273224
2023-12-04 08:08:25,687 DEBUG   HandlerThread:73383 [handler.py:handle_request():146] handle_request: check_version
2023-12-04 08:08:25,687 DEBUG   SenderThread:73383 [sender.py:send_request():407] send_request: check_version
2023-12-04 08:08:25,747 DEBUG   HandlerThread:73383 [handler.py:handle_request():146] handle_request: run_start
2023-12-04 08:08:25,758 DEBUG   HandlerThread:73383 [system_info.py:__init__():32] System info init
2023-12-04 08:08:25,758 DEBUG   HandlerThread:73383 [system_info.py:__init__():47] System info init done
2023-12-04 08:08:25,758 INFO    HandlerThread:73383 [system_monitor.py:start():194] Starting system monitor
2023-12-04 08:08:25,758 INFO    SystemMonitor:73383 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-04 08:08:25,758 INFO    HandlerThread:73383 [system_monitor.py:probe():214] Collecting system info
2023-12-04 08:08:25,759 INFO    SystemMonitor:73383 [interfaces.py:start():190] Started cpu monitoring
2023-12-04 08:08:25,759 INFO    SystemMonitor:73383 [interfaces.py:start():190] Started disk monitoring
2023-12-04 08:08:25,760 INFO    SystemMonitor:73383 [interfaces.py:start():190] Started gpu monitoring
2023-12-04 08:08:25,761 INFO    SystemMonitor:73383 [interfaces.py:start():190] Started memory monitoring
2023-12-04 08:08:25,761 INFO    SystemMonitor:73383 [interfaces.py:start():190] Started network monitoring
2023-12-04 08:08:25,848 DEBUG   HandlerThread:73383 [system_info.py:probe():196] Probing system
2023-12-04 08:08:25,850 DEBUG   HandlerThread:73383 [system_info.py:_probe_git():181] Probing git
2023-12-04 08:08:25,856 DEBUG   HandlerThread:73383 [system_info.py:_probe_git():189] Probing git done
2023-12-04 08:08:25,856 DEBUG   HandlerThread:73383 [system_info.py:probe():244] Probing system done
