2023-12-04 08:22:12,267 INFO    StreamThr :89255 [internal.py:wandb_internal():86] W&B internal server running at pid: 89255, started at: 2023-12-04 08:22:12.266546
2023-12-04 08:22:12,268 DEBUG   HandlerThread:89255 [handler.py:handle_request():146] handle_request: status
2023-12-04 08:22:12,269 INFO    WriterThread:89255 [datastore.py:open_for_write():85] open: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_082212-imc84dr4/run-imc84dr4.wandb
2023-12-04 08:22:12,270 DEBUG   SenderThread:89255 [sender.py:send():380] send: header
2023-12-04 08:22:12,272 DEBUG   SenderThread:89255 [sender.py:send():380] send: run
2023-12-04 08:22:12,488 INFO    SenderThread:89255 [dir_watcher.py:__init__():211] watching files in: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_082212-imc84dr4/files
2023-12-04 08:22:12,489 INFO    SenderThread:89255 [sender.py:_start_run_threads():1124] run started: imc84dr4 with start time 1701678132.266228
2023-12-04 08:22:12,495 DEBUG   HandlerThread:89255 [handler.py:handle_request():146] handle_request: check_version
2023-12-04 08:22:12,495 DEBUG   SenderThread:89255 [sender.py:send_request():407] send_request: check_version
2023-12-04 08:22:12,569 DEBUG   HandlerThread:89255 [handler.py:handle_request():146] handle_request: run_start
2023-12-04 08:22:12,580 DEBUG   HandlerThread:89255 [system_info.py:__init__():32] System info init
2023-12-04 08:22:12,580 DEBUG   HandlerThread:89255 [system_info.py:__init__():47] System info init done
2023-12-04 08:22:12,580 INFO    HandlerThread:89255 [system_monitor.py:start():194] Starting system monitor
2023-12-04 08:22:12,581 INFO    SystemMonitor:89255 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-04 08:22:12,581 INFO    HandlerThread:89255 [system_monitor.py:probe():214] Collecting system info
2023-12-04 08:22:12,581 INFO    SystemMonitor:89255 [interfaces.py:start():190] Started cpu monitoring
2023-12-04 08:22:12,582 INFO    SystemMonitor:89255 [interfaces.py:start():190] Started disk monitoring
2023-12-04 08:22:12,582 INFO    SystemMonitor:89255 [interfaces.py:start():190] Started gpu monitoring
2023-12-04 08:22:12,583 INFO    SystemMonitor:89255 [interfaces.py:start():190] Started memory monitoring
2023-12-04 08:22:12,583 INFO    SystemMonitor:89255 [interfaces.py:start():190] Started network monitoring
2023-12-04 08:22:12,678 DEBUG   HandlerThread:89255 [system_info.py:probe():196] Probing system
2023-12-04 08:22:12,680 DEBUG   HandlerThread:89255 [system_info.py:_probe_git():181] Probing git
2023-12-04 08:22:12,687 DEBUG   HandlerThread:89255 [system_info.py:_probe_git():189] Probing git done
2023-12-04 08:22:12,687 DEBUG   HandlerThread:89255 [system_info.py:probe():244] Probing system done
