2023-12-04 08:25:00,320 INFO    StreamThr :93842 [internal.py:wandb_internal():86] W&B internal server running at pid: 93842, started at: 2023-12-04 08:25:00.320108
2023-12-04 08:25:00,322 DEBUG   HandlerThread:93842 [handler.py:handle_request():146] handle_request: status
2023-12-04 08:25:00,323 INFO    WriterThread:93842 [datastore.py:open_for_write():85] open: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_082500-5uafsikx/run-5uafsikx.wandb
2023-12-04 08:25:00,324 DEBUG   SenderThread:93842 [sender.py:send():380] send: header
2023-12-04 08:25:00,326 DEBUG   SenderThread:93842 [sender.py:send():380] send: run
2023-12-04 08:25:00,602 INFO    SenderThread:93842 [dir_watcher.py:__init__():211] watching files in: /data_2/teddy/code/speech_emotion_recognition/wandb/run-20231204_082500-5uafsikx/files
2023-12-04 08:25:00,602 INFO    SenderThread:93842 [sender.py:_start_run_threads():1124] run started: 5uafsikx with start time 1701678300.319907
2023-12-04 08:25:00,608 DEBUG   HandlerThread:93842 [handler.py:handle_request():146] handle_request: check_version
2023-12-04 08:25:00,609 DEBUG   SenderThread:93842 [sender.py:send_request():407] send_request: check_version
2023-12-04 08:25:00,662 DEBUG   HandlerThread:93842 [handler.py:handle_request():146] handle_request: run_start
2023-12-04 08:25:00,675 DEBUG   HandlerThread:93842 [system_info.py:__init__():32] System info init
2023-12-04 08:25:00,675 DEBUG   HandlerThread:93842 [system_info.py:__init__():47] System info init done
2023-12-04 08:25:00,675 INFO    HandlerThread:93842 [system_monitor.py:start():194] Starting system monitor
2023-12-04 08:25:00,675 INFO    SystemMonitor:93842 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-04 08:25:00,675 INFO    HandlerThread:93842 [system_monitor.py:probe():214] Collecting system info
2023-12-04 08:25:00,676 INFO    SystemMonitor:93842 [interfaces.py:start():190] Started cpu monitoring
2023-12-04 08:25:00,676 INFO    SystemMonitor:93842 [interfaces.py:start():190] Started disk monitoring
